locationid;sessionid;groupid;recordid;start_time;end_time;latitude;longitude;language;survey_version;ssi01;ssi02;ssi03;ssi04;pleasant;chaotic;vibrant;uneventful;calm;annoying;eventful;monotonous;sss01;sss02;sss03;sss04;sss05;who01;who02;who03;who04;who05;who_sum;age00;gen00;edu00;eth00;occ00;eth00_other;occ00_other;misc03;misc03_other;misc01;use00;uni00;recordinglength;lzeq_l;lzeq_min;lzeq_max;lzeq_l5;lzeq_l10;lzeq_l50;lzeq_l90;lzeq_l95;lceq_l(c);lceq_min(c);lceq_max(c);lceq_l5(c);lceq_l10(c);lceq_l50(c);lceq_l90(c);lceq_l95(c);laeq_l(a);laeq_min(a);laeq_max(a);laeq_l5(a);laeq_l10(a);laeq_l50(a);laeq_l90(a);laeq_l95(a);n_n5;n_min;n_max;n_n10;n_n50;n_n90;n_n95;s_s;s_min;s_max;s_s5;s_s10;s_s50;s_s90;s_s95;r_r;r_min;r_max;r_r5;r_r10;r_r50;r_r90;r_r95;t_tonalityhms;t_min;t_max;t_t5;t_t10;t_t50;t_t90;t_t95;fs_f;fs_min;fs_max;fs_f5;fs_f10;fs_f50;fs_f90;fs_f95;i_i;i_min;i_max;i_i5;i_i10;i_i50;i_i90;i_i95;sil4_sil(rms);sil4_sil(av);sil4_min;sil4_max;sil4_sil5;sil4_sil10;sil4_sil50;sil4_sil90;sil4_sil95;ra_cp;ra_min;ra_max;ra_cp5;ra_cp10;ra_cp50;ra_cp90;ra_cp95;thd_thd;thd_min;thd_max;thd_l5;thd_l10;thd_l50;thd_l90;thd_l95;ISOPleasant;ISOEventful
SanMarco;SanMarco2;ML202;41;2019-03-01 14:15:00;2019-03-01 14:25:00;45,433663;12,339658;ita;itaSSIDv1;1,0;1,0;4,0;4,0;3,0;3,0;4,0;3,0;2,0;2,0;2,0;3,0;3,0;4,0;3,0;2,0;2,0;3,0;4,0;4,0;4,0;4,0;76,0;;Male;TradeTechVocation;White;Student;;;Tourist;;;;;34,86;82,27;68,33;98,54;89,54;80,95;72,74;69,92;69,54;82,18;67,88;98,55;89,53;80,86;71,92;69,36;69,11;81,86;61,97;98,44;89,42;80,63;67,67;63,83;63,43;40,7;0,0;80,8;33,2;20,6;16,7;16,2;2,18;0,0;4,62;3,14;2,86;2,04;1,76;1,71;0,0397;0,0159;0,195;0,0688;0,055;0,0363;0,0264;0,0246;0,425;0,0;11,4;1,75;0,927;0,131;0,0299;0,0188;0,0669;0,00646;0,279;0,197;0,166;0,0412;0,0144;0,00968;0,473;0,186;1,45;0,896;0,734;0,422;0,286;0,261;70,24;61,82;53,9;82,05;75,3;71,43;59,87;55,64;55,04;18,9;0,945;170,0;57,6;39,9;12,3;5,64;4,63;-9,94;-7,93;74,15;50,98;42,57;14,42;-5,2;-5,9;0,10355339059327363;0,04289321881345256
SanMarco;SanMarco2;ML203;42;2019-03-01 13:23:25;2019-03-01 13:35:41;45,433663;12,339658;ita;itaSSIDv1;3,0;3,0;4,0;2,0;3,0;4,0;4,0;3,0;3,0;3,0;4,0;2,0;4,0;4,0;3,0;2,0;3,0;1,0;4,0;1,0;1,0;1,0;32,0;;Female;SomeHighSchool;White;Employed;;;Tourist;;;Leaving;Couple;49,11;70,78;66,69;76,81;74,06;73,33;69,83;68,12;67,79;70,33;66,43;76,57;73,73;72,94;69,44;67,73;67,4;66,72;60,86;76,1;70,67;69,04;65,6;62,56;61,98;22,4;0,0;35,1;21,1;17,5;15,0;14,5;1,85;0,0;3,16;2,19;2,05;1,82;1,68;1,65;0,0432;0,016;0,414;0,0798;0,0559;0,0374;0,0269;0,0248;0,278;0,0;2,25;0,858;0,596;0,17;0,0394;0,0221;0,0262;0,00652;0,0741;0,0633;0,0532;0,023;0,0101;0,00798;0,368;0,189;1,08;0,627;0,532;0,346;0,269;0,247;58,36;57,08;52,09;67,54;61,11;59,9;56,98;54,03;53,55;13,1;1,11;73,9;30,8;24,1;11,2;5,8;4,77;-1,05;-10,7;58,64;41,65;30,36;7,33;-8,48;-9,11;0,07322330470336298;0,3232233047033631
SanMarco;SanMarco2;ML205;43;2019-03-01 13:36:01;2019-03-01 13:50:46;45,433663;12,339658;ita;itaSSIDv1;1,0;1,0;5,0;4,0;5,0;4,0;4,0;3,0;2,0;1,0;4,0;1,0;5,0;4,0;4,0;2,0;5,0;5,0;5,0;5,0;5,0;5,0;100,0;;Female;HighSchoolGraduate;MixedMultipleEthnicGroups;Student;;;Tourist;;e fantastico;Staying;Couple;30,63;71,6;68,0;81,38;74,04;73,21;71,0;69,24;68,98;70,58;67,49;81,32;72,27;71,81;70,01;68,61;68,37;65,58;61,68;78,26;68,76;67,18;64,39;62,85;62,59;20,6;0,0;36,0;19,3;16,8;15,4;15,0;1,83;0,0;4,01;2,17;2,06;1,79;1,67;1,63;0,0377;0,0166;0,126;0,059;0,0496;0,0356;0,0262;0,0241;0,189;0,0;2,03;0,539;0,378;0,128;0,0378;0,0265;0,0235;0,00679;0,095;0,0819;0,0448;0,017;0,00943;0,00787;0,349;0,196;1,08;0,57;0,456;0,323;0,263;0,246;57,23;56,07;52,57;67,61;59,84;58,49;55,72;54,12;53,84;11,6;0,803;78,1;27,0;19,7;9,38;4,96;4,07;-0,88;-8,68;60,15;38,1;30,46;9,67;-6,06;-6,56;0,48743686707645806;0,4696699141100893
SanMarco;SanMarco2;ML205;44;2019-03-01 13:41:08;2019-03-01 13:49:23;45,433663;12,339658;ita;itaSSIDv1;1,0;1,0;4,0;3,0;4,0;3,0;3,0;2,0;3,0;1,0;4,0;1,0;4,0;4,0;3,0;2,0;3,0;2,0;1,0;3,0;2,0;3,0;44,0;;Male;HighSchoolGraduate;White;Student;;;Tourist;;;Staying;Couple;30,63;71,6;68,0;81,38;74,04;73,21;71,0;69,24;68,98;70,58;67,49;81,32;72,27;71,81;70,01;68,61;68,37;65,58;61,68;78,26;68,76;67,18;64,39;62,85;62,59;20,6;0,0;36,0;19,3;16,8;15,4;15,0;1,83;0,0;4,01;2,17;2,06;1,79;1,67;1,63;0,0377;0,0166;0,126;0,059;0,0496;0,0356;0,0262;0,0241;0,189;0,0;2,03;0,539;0,378;0,128;0,0378;0,0265;0,0235;0,00679;0,095;0,0819;0,0448;0,017;0,00943;0,00787;0,349;0,196;1,08;0,57;0,456;0,323;0,263;0,246;57,23;56,07;52,57;67,61;59,84;58,49;55,72;54,12;53,84;11,6;0,803;78,1;27,0;19,7;9,38;4,96;4,07;-0,88;-8,68;60,15;38,1;30,46;9,67;-6,06;-6,56;0,4571067811865475;0,35355339059327384
SanMarco;SanMarco2;ML208;45;2019-03-01 13:57:48;2019-03-01 14:18:01;45,433663;12,339658;ita;itaSSIDv1;1,0;1,0;4,0;3,0;2,0;2,0;4,0;4,0;3,0;3,0;3,0;2,0;3,0;4,0;3,0;3,0;4,0;4,0;3,0;3,0;3,0;4,0;68,0;;Male;SomeCollege;White;Employed;;;Tourist;;;Staying;Couple;60,67;67,8;64,38;73,25;69,96;69,37;67,42;66,0;65,71;67,37;63,89;73,0;69,48;68,88;66,96;65,64;65,33;63,06;58,09;71,16;66,25;65,09;62,39;60,46;59,89;17,6;0,0;22,3;16,7;14,7;13,2;12,8;1,78;0,0;2,6;2,06;1,99;1,76;1,62;1,59;0,0365;0,0174;0,294;0,0515;0,0473;0,035;0,0261;0,0242;0,201;0,0;1,83;0,529;0,4;0,143;0,0346;0,0217;0,013;0,00508;0,0285;0,023;0,0208;0,0116;0,00748;0,00657;0,328;0,209;0,69;0,43;0,398;0,323;0,269;0,256;54,62;54,0;50,15;60,92;57,13;56,29;53,88;51,83;51,37;9,08;0,857;43,7;17,7;14,9;8,4;4,67;3,86;-2,18;-14,87;55,36;37,47;26,7;4,68;-12,56;-13,08;0,11611652351681535;-0,030330085889910607
SanMarco;SanMarco2;ML208;46;2019-03-01 14:11:42;2019-03-01 14:17:10;45,433663;12,339658;ita;itaSSIDv1;1,0;1,0;4,0;2,0;3,0;3,0;4,0;4,0;4,0;1,0;4,0;1,0;4,0;4,0;3,0;3,0;4,0;4,0;3,0;4,0;4,0;5,0;80,0;;Male;UniversityGraduate;White;Employed;;;Tourist;;;Staying;Couple;60,67;67,8;64,38;73,25;69,96;69,37;67,42;66,0;65,71;67,37;63,89;73,0;69,48;68,88;66,96;65,64;65,33;63,06;58,09;71,16;66,25;65,09;62,39;60,46;59,89;17,6;0,0;22,3;16,7;14,7;13,2;12,8;1,78;0,0;2,6;2,06;1,99;1,76;1,62;1,59;0,0365;0,0174;0,294;0,0515;0,0473;0,035;0,0261;0,0242;0,201;0,0;1,83;0,529;0,4;0,143;0,0346;0,0217;0,013;0,00508;0,0285;0,023;0,0208;0,0116;0,00748;0,00657;0,328;0,209;0,69;0,43;0,398;0,323;0,269;0,256;54,62;54,0;50,15;60,92;57,13;56,29;53,88;51,83;51,37;9,08;0,857;43,7;17,7;14,9;8,4;4,67;3,86;-2,18;-14,87;55,36;37,47;26,7;4,68;-12,56;-13,08;0,4999999999999999;0,14644660940672632
SanMarco;SanMarco2;ML212;47;2019-03-01 14:43:38;2019-03-01 15:00:18;45,433663;12,339658;ita;itaSSIDv1;4,0;4,0;3,0;2,0;3,0;3,0;2,0;3,0;2,0;3,0;3,0;3,0;3,0;2,0;3,0;2,0;3,0;1,0;2,0;2,0;1,0;3,0;36,0;;Female;HighSchoolGraduate;;Student;;;;;;Leaving;Couple;60,8;74,29;68,28;84,51;78,69;77,08;72,59;70,17;69,63;72,68;67,67;82,36;76,36;75,15;71,41;69,32;68,91;67,81;62,12;74,25;71,49;70,55;66,82;64,56;63,95;24,7;0,0;30,7;23,5;19,7;17,4;16,7;1,98;0,0;2,87;2,34;2,21;1,95;1,77;1,74;0,0405;0,0175;0,148;0,064;0,055;0,0379;0,0269;0,0248;0,271;0,0;1,74;0,727;0,552;0,178;0,0415;0,0266;0,0141;0,00497;0,0402;0,0274;0,0246;0,0117;0,00674;0,00599;0,383;0,215;1,04;0,619;0,541;0,346;0,286;0,268;59,93;59,07;53,78;66,13;62,68;61,77;58,8;56,72;56,08;10,0;0,803;52,4;19,2;16,1;8,99;5,13;4,3;-0,94;-6,3;64,61;44,94;34,01;9,75;-2,92;-3,97;-0,14644660940672638;0,0
SanMarco;SanMarco2;ML212;48;2019-03-01 14:43:38;2019-03-01 15:01:19;45,433663;12,339658;ita;itaSSIDv1;3,0;5,0;4,0;5,0;3,0;4,0;4,0;2,0;1,0;1,0;4,0;1,0;4,0;4,0;3,0;2,0;3,0;5,0;5,0;5,0;5,0;4,0;96,0;;Male;SomeHighSchool;White;Employed;;;;;;Leaving;Couple;60,8;74,29;68,28;84,51;78,69;77,08;72,59;70,17;69,63;72,68;67,67;82,36;76,36;75,15;71,41;69,32;68,91;67,81;62,12;74,25;71,49;70,55;66,82;64,56;63,95;24,7;0,0;30,7;23,5;19,7;17,4;16,7;1,98;0,0;2,87;2,34;2,21;1,95;1,77;1,74;0,0405;0,0175;0,148;0,064;0,055;0,0379;0,0269;0,0248;0,271;0,0;1,74;0,727;0,552;0,178;0,0415;0,0266;0,0141;0,00497;0,0402;0,0274;0,0246;0,0117;0,00674;0,00599;0,383;0,215;1,04;0,619;0,541;0,346;0,286;0,268;59,93;59,07;53,78;66,13;62,68;61,77;58,8;56,72;56,08;10,0;0,803;52,4;19,2;16,1;8,99;5,13;4,3;-0,94;-6,3;64,61;44,94;34,01;9,75;-2,92;-3,97;0,20710678118654752;0,6464466094067262
SanMarco;SanMarco2;ML214;49;2019-03-01 15:01:27;2019-03-01 15:10:58;45,433663;12,339658;ita;itaSSIDv1;1,0;1,0;4,0;2,0;4,0;3,0;4,0;1,0;2,0;2,0;5,0;1,0;4,0;4,0;3,0;3,0;4,0;4,0;3,0;4,0;4,0;4,0;76,0;;Female;SomeCollege;White;Student;;;;;;PassingThrough;Group;60,54;79,1;69,98;92,56;82,92;81,1;77,16;73,65;72,65;78,07;69,03;92,49;81,19;79,72;75,99;72,2;71,23;72,65;62,38;90,92;73,77;71,15;67,62;65,71;64,82;30,3;0,0;79,9;26,4;22,8;18,6;17,4;2,02;0,0;3,87;2,39;2,25;2,03;1,81;1,75;0,0373;0,0138;0,136;0,0559;0,0494;0,0354;0,0267;0,0249;0,33;0,0;4,32;0,934;0,68;0,211;0,0471;0,0285;0,0225;0,00545;0,247;0,0803;0,0401;0,0139;0,00732;0,00641;0,326;0,138;0,856;0,465;0,412;0,315;0,251;0,234;64,21;60,07;53,26;82,12;65,68;62,75;59,82;57,48;56,4;11,7;1,02;114,0;27,2;20,1;9,7;5,28;4,37;-1,58;-8,63;68,16;46,66;35,46;9,36;-5,39;-6,32;0,35355339059327373;0,7071067811865476
SanMarco;SanMarco2;ML214;50;2019-03-01 15:04:03;2019-03-01 15:10:43;45,433663;12,339658;ita;itaSSIDv1;1,0;1,0;4,0;2,0;4,0;2,0;4,0;4,0;4,0;2,0;4,0;1,0;4,0;5,0;4,0;2,0;5,0;4,0;4,0;2,0;2,0;4,0;64,0;;Female;HighSchoolGraduate;White;Student;;;;;;PassingThrough;Group;60,54;79,1;69,98;92,56;82,92;81,1;77,16;73,65;72,65;78,07;69,03;92,49;81,19;79,72;75,99;72,2;71,23;72,65;62,38;90,92;73,77;71,15;67,62;65,71;64,82;30,3;0,0;79,9;26,4;22,8;18,6;17,4;2,02;0,0;3,87;2,39;2,25;2,03;1,81;1,75;0,0373;0,0138;0,136;0,0559;0,0494;0,0354;0,0267;0,0249;0,33;0,0;4,32;0,934;0,68;0,211;0,0471;0,0285;0,0225;0,00545;0,247;0,0803;0,0401;0,0139;0,00732;0,00641;0,326;0,138;0,856;0,465;0,412;0,315;0,251;0,234;64,21;60,07;53,26;82,12;65,68;62,75;59,82;57,48;56,4;11,7;1,02;114,0;27,2;20,1;9,7;5,28;4,37;-1,58;-8,63;68,16;46,66;35,46;9,36;-5,39;-6,32;0,573223304703363;0,07322330470336316
SanMarco;SanMarco2;ML214;51;2019-03-01 15:04:03;2019-03-01 15:10:43;45,433663;12,339658;ita;itaSSIDv1;1,0;1,0;4,0;2,0;4,0;3,0;4,0;2,0;3,0;1,0;4,0;2,0;4,0;4,0;3,0;2,0;4,0;4,0;3,0;2,0;2,0;3,0;56,0;;Female;TradeTechVocation;White;Student;;;;;;;;60,54;79,1;69,98;92,56;82,92;81,1;77,16;73,65;72,65;78,07;69,03;92,49;81,19;79,72;75,99;72,2;71,23;72,65;62,38;90,92;73,77;71,15;67,62;65,71;64,82;30,3;0,0;79,9;26,4;22,8;18,6;17,4;2,02;0,0;3,87;2,39;2,25;2,03;1,81;1,75;0,0373;0,0138;0,136;0,0559;0,0494;0,0354;0,0267;0,0249;0,33;0,0;4,32;0,934;0,68;0,211;0,0471;0,0285;0,0225;0,00545;0,247;0,0803;0,0401;0,0139;0,00732;0,00641;0,326;0,138;0,856;0,465;0,412;0,315;0,251;0,234;64,21;60,07;53,26;82,12;65,68;62,75;59,82;57,48;56,4;11,7;1,02;114,0;27,2;20,1;9,7;5,28;4,37;-1,58;-8,63;68,16;46,66;35,46;9,36;-5,39;-6,32;0,45710678118654746;0,35355339059327384
SanMarco;SanMarco3;SM301;52;2019-03-03 14:37:00;2019-03-03 14:47:00;45,433663;12,339658;ita;itaSSIDv1;2,0;1,0;4,0;3,0;3,0;4,0;2,0;1,0;3,0;3,0;3,0;4,0;3,0;4,0;4,0;3,0;3,0;2,0;1,0;1,0;1,0;3,0;32,0;;Male;UniversityGraduate;White;Other;;Artigiano;;;A bit of confusion and a sense of annoyance;Staying;Group;44,25;74,5;70,37;83,66;77,33;76,34;73,87;72,19;71,84;74,07;70,06;83,61;76,86;75,7;73,42;71,89;71,57;71,3;66,21;82,95;74,6;73,15;70,26;68,55;68,07;28,4;0,0;52,6;26,8;23,3;21,0;20,4;2,13;0,0;3,65;2,43;2,33;2,1;1,95;1,92;0,046;0,0206;0,184;0,0732;0,0609;0,0431;0,0314;0,029;0,293;0,0;2,88;0,849;0,631;0,176;0,0486;0,0338;0,0269;0,00874;0,11;0,0639;0,0466;0,0223;0,0126;0,0105;0,366;0,188;0,974;0,519;0,462;0,355;0,284;0,261;62,99;62,12;58,24;74,03;65,42;64,29;61,81;60,13;59,69;14,6;1,49;95,4;29,6;23,6;13,0;7,21;6,03;-0,89;-2,43;59,63;45,25;35,6;14,52;-0,06;-0,68;-0,2196699141100895;0,13388347648318447
SanMarco;SanMarco3;SM301;53;2019-03-03 14:37:00;2019-03-03 14:47:00;45,433663;12,339658;ita;itaSSIDv1;2,0;2,0;4,0;3,0;4,0;3,0;4,0;3,0;3,0;3,0;4,0;2,0;4,0;4,0;3,0;4,0;5,0;4,0;4,0;4,0;4,0;4,0;80,0;;Female;TradeTechVocation;MiddleEastern;Other;;;;;;Staying;Group;44,25;74,5;70,37;83,66;77,33;76,34;73,87;72,19;71,84;74,07;70,06;83,61;76,86;75,7;73,42;71,89;71,57;71,3;66,21;82,95;74,6;73,15;70,26;68,55;68,07;28,4;0,0;52,6;26,8;23,3;21,0;20,4;2,13;0,0;3,65;2,43;2,33;2,1;1,95;1,92;0,046;0,0206;0,184;0,0732;0,0609;0,0431;0,0314;0,029;0,293;0,0;2,88;0,849;0,631;0,176;0,0486;0,0338;0,0269;0,00874;0,11;0,0639;0,0466;0,0223;0,0126;0,0105;0,366;0,188;0,974;0,519;0,462;0,355;0,284;0,261;62,99;62,12;58,24;74,03;65,42;64,29;61,81;60,13;59,69;14,6;1,49;95,4;29,6;23,6;13,0;7,21;6,03;-0,89;-2,43;59,63;45,25;35,6;14,52;-0,06;-0,68;0,24999999999999986;0,2500000000000001
SanMarco;SanMarco3;SM303;54;2019-03-03 14:55:00;2019-03-03 15:05:00;45,433663;12,339658;ita;itaSSIDv1;2,0;1,0;4,0;2,0;2,0;5,0;2,0;2,0;2,0;4,0;5,0;2,0;3,0;4,0;3,0;3,0;3,0;4,0;4,0;4,0;1,0;3,0;64,0;;Female;SomeCollege;White;Student;;;;Vistatore;;Staying;Group;34,6;78,13;73,72;83,86;81,31;80,28;77,52;75,78;75,3;77,8;73,27;83,82;80,87;79,87;77,2;75,38;74,95;73,72;68,51;82,65;76,68;75,24;72,92;70,49;70,06;33,2;0,0;45,2;31,3;27,6;24,7;24,0;2,12;0,0;2,97;2,36;2,31;2,11;1,97;1,93;0,0454;0,0205;0,158;0,0666;0,0594;0,0439;0,0325;0,0292;0,571;0,0;2,89;1,39;1,1;0,477;0,144;0,107;0,0209;0,00687;0,0555;0,046;0,0423;0,0174;0,0114;0,00806;0,319;0,135;0,669;0,447;0,412;0,312;0,241;0,215;64,98;64,25;60,17;72,41;67,42;66,22;64,18;62,01;61,51;13,7;1,76;58,2;24,9;21,0;12,5;6,96;5,94;-4,44;-5,24;71,65;49,28;36,61;14,35;-2,51;-3,19;-0,42677669529663703;0,5303300858899108
SanMarco;SanMarco3;SM303;55;2019-03-03 14:54:00;2019-03-03 15:04:00;45,433663;12,339658;ita;itaSSIDv1;3,0;1,0;4,0;3,0;4,0;4,0;4,0;3,0;2,0;2,0;4,0;2,0;2,0;4,0;2,0;3,0;4,0;4,0;3,0;3,0;3,0;3,0;64,0;;Female;HighSchoolGraduate;White;Student;;;;Visitatore;;Staying;Group;34,6;78,13;73,72;83,86;81,31;80,28;77,52;75,78;75,3;77,8;73,27;83,82;80,87;79,87;77,2;75,38;74,95;73,72;68,51;82,65;76,68;75,24;72,92;70,49;70,06;33,2;0,0;45,2;31,3;27,6;24,7;24,0;2,12;0,0;2,97;2,36;2,31;2,11;1,97;1,93;0,0454;0,0205;0,158;0,0666;0,0594;0,0439;0,0325;0,0292;0,571;0,0;2,89;1,39;1,1;0,477;0,144;0,107;0,0209;0,00687;0,0555;0,046;0,0423;0,0174;0,0114;0,00806;0,319;0,135;0,669;0,447;0,412;0,312;0,241;0,215;64,98;64,25;60,17;72,41;67,42;66,22;64,18;62,01;61,51;13,7;1,76;58,2;24,9;21,0;12,5;6,96;5,94;-4,44;-5,24;71,65;49,28;36,61;14,35;-2,51;-3,19;0,20710678118654743;0,39644660940672616
SanMarco;SanMarco3;SM303;56;2019-03-03 14:56:00;2019-03-03 15:06:00;45,433663;12,339658;ita;itaSSIDv1;1,0;2,0;4,0;1,0;3,0;4,0;4,0;2,0;1,0;2,0;4,0;2,0;3,0;4,0;4,0;3,0;5,0;3,0;2,0;3,0;4,0;4,0;64,0;;Female;SomeCollege;White;Student;;;;;;Staying;Group;34,6;78,13;73,72;83,86;81,31;80,28;77,52;75,78;75,3;77,8;73,27;83,82;80,87;79,87;77,2;75,38;74,95;73,72;68,51;82,65;76,68;75,24;72,92;70,49;70,06;33,2;0,0;45,2;31,3;27,6;24,7;24,0;2,12;0,0;2,97;2,36;2,31;2,11;1,97;1,93;0,0454;0,0205;0,158;0,0666;0,0594;0,0439;0,0325;0,0292;0,571;0,0;2,89;1,39;1,1;0,477;0,144;0,107;0,0209;0,00687;0,0555;0,046;0,0423;0,0174;0,0114;0,00806;0,319;0,135;0,669;0,447;0,412;0,312;0,241;0,215;64,98;64,25;60,17;72,41;67,42;66,22;64,18;62,01;61,51;13,7;1,76;58,2;24,9;21,0;12,5;6,96;5,94;-4,44;-5,24;71,65;49,28;36,61;14,35;-2,51;-3,19;0,030330085889910607;0,573223304703363
SanMarco;SanMarco3;SM304;57;2019-03-03 15:05:00;2019-03-03 15:15:00;45,433663;12,339658;ita;itaSSIDv1;1,0;1,0;5,0;2,0;3,0;4,0;4,0;1,0;1,0;1,0;5,0;1,0;4,0;4,0;4,0;2,0;4,0;4,0;3,0;4,0;2,0;3,0;64,0;;Male;SomeHighSchool;White;Employed;;;;;It's rare that the noise from people is louder than traffic and other kinds of noises;Arriving;Couple;38,53;76,74;72,05;84,76;79,82;78,67;75,95;74,56;74,26;76,5;71,86;84,62;79,68;78,43;75,69;74,3;73,98;73,91;68,2;84,55;77,6;76,36;72,75;70,7;70,24;34,1;0,0;45,1;32,0;26,9;23,8;23,2;2,2;0,0;2,93;2,62;2,51;2,15;1,98;1,95;0,0427;0,0184;0,0968;0,062;0,0565;0,0418;0,0314;0,0288;0,431;0,0;4,07;1,39;0,994;0,277;0,0855;0,0612;0,0344;0,0108;0,139;0,0845;0,0623;0,0268;0,0166;0,0143;0,361;0,234;0,735;0,492;0,457;0,351;0,281;0,266;65,73;64,67;60,27;72,48;68,8;67,59;64,35;62,33;61,81;16,7;2,3;80,6;35,3;28,4;14,5;7,8;6,43;-1,33;-5,66;66,07;47,34;39,29;13,65;-3,13;-4,17;0,20710678118654754;0,8535533905932737
SanMarco;SanMarco3;SM304;58;2019-03-03 15:05:00;2019-03-03 15:15:00;45,433663;12,339658;ita;itaSSIDv1;2,0;1,0;5,0;1,0;2,0;5,0;4,0;1,0;1,0;1,0;5,0;1,0;4,0;4,0;3,0;1,0;3,0;3,0;3,0;3,0;1,0;5,0;60,0;;Female;SomeHighSchool;White;Employed;;;;;;Arriving;Couple;38,53;76,74;72,05;84,76;79,82;78,67;75,95;74,56;74,26;76,5;71,86;84,62;79,68;78,43;75,69;74,3;73,98;73,91;68,2;84,55;77,6;76,36;72,75;70,7;70,24;34,1;0,0;45,1;32,0;26,9;23,8;23,2;2,2;0,0;2,93;2,62;2,51;2,15;1,98;1,95;0,0427;0,0184;0,0968;0,062;0,0565;0,0418;0,0314;0,0288;0,431;0,0;4,07;1,39;0,994;0,277;0,0855;0,0612;0,0344;0,0108;0,139;0,0845;0,0623;0,0268;0,0166;0,0143;0,361;0,234;0,735;0,492;0,457;0,351;0,281;0,266;65,73;64,67;60,27;72,48;68,8;67,59;64,35;62,33;61,81;16,7;2,3;80,6;35,3;28,4;14,5;7,8;6,43;-1,33;-5,66;66,07;47,34;39,29;13,65;-3,13;-4,17;0,030330085889910652;0,926776695296637
SanMarco;SanMarco3;SM306;59;2019-03-03 15:16:00;2019-03-03 15:26:00;45,433663;12,339658;ita;itaSSIDv1;1,0;1,0;2,0;2,0;3,0;5,0;5,0;1,0;1,0;3,0;5,0;2,0;2,0;4,0;4,0;2,0;3,0;3,0;1,0;2,0;1,0;3,0;40,0;;Male;SomeHighSchool;White;Employed;;;;;;Leaving;Couple;38,78;77,91;72,58;87,69;81,36;79,42;76,62;74,35;73,84;77,65;72,22;87,68;81,31;79,14;76,27;74,02;73,56;76,22;69,36;87,6;80,25;77,92;74,15;71,32;70,86;39,3;0,0;66,0;36,0;28,8;24,7;23,8;2,34;0,0;4,19;2,93;2,62;2,28;2,06;2,0;0,0463;0,0172;0,135;0,0652;0,0597;0,0456;0,0332;0,0301;0,512;0,0;6,22;1,64;1,03;0,268;0,0843;0,0608;0,0339;0,00749;0,185;0,0811;0,0648;0,0304;0,0112;0,01;0,348;0,125;0,695;0,452;0,422;0,344;0,284;0,267;68,84;66,62;60,67;79,55;71,69;70,04;66,3;63,22;62,56;16,0;1,77;89,7;35,5;28,8;13,2;6,99;5,89;-0,38;-3,89;63,02;51,28;42,85;13,8;-1,59;-2,24;-0,07322330470336316;0,926776695296637
SanMarco;SanMarco3;SM306;60;2019-03-03 15:16:00;2019-03-03 15:26:00;45,433663;12,339658;ita;itaSSIDv1;1,0;1,0;5,0;1,0;3,0;4,0;4,0;3,0;2,0;2,0;4,0;2,0;4,0;4,0;4,0;4,0;3,0;2,0;2,0;3,0;2,0;1,0;40,0;;Female;HighSchoolGraduate;White;Unemployed;;;;;Today is a particular day here;Leaving;Couple;38,78;77,91;72,58;87,69;81,36;79,42;76,62;74,35;73,84;77,65;72,22;87,68;81,31;79,14;76,27;74,02;73,56;76,22;69,36;87,6;80,25;77,92;74,15;71,32;70,86;39,3;0,0;66,0;36,0;28,8;24,7;23,8;2,34;0,0;4,19;2,93;2,62;2,28;2,06;2,0;0,0463;0,0172;0,135;0,0652;0,0597;0,0456;0,0332;0,0301;0,512;0,0;6,22;1,64;1,03;0,268;0,0843;0,0608;0,0339;0,00749;0,185;0,0811;0,0648;0,0304;0,0112;0,01;0,348;0,125;0,695;0,452;0,422;0,344;0,284;0,267;68,84;66,62;60,67;79,55;71,69;70,04;66,3;63,22;62,56;16,0;1,77;89,7;35,5;28,8;13,2;6,99;5,89;-0,38;-3,89;63,02;51,28;42,85;13,8;-1,59;-2,24;0,10355339059327372;0,39644660940672616
SanMarco;SanMarco3;SM307;61;2019-03-03 15:28:00;2019-03-03 15:38:00;45,433663;12,339658;ita;itaSSIDv1;1,0;3,0;3,0;2,0;3,0;2,0;3,0;2,0;1,0;1,0;4,0;1,0;4,0;5,0;3,0;3,0;2,0;1,0;2,0;2,0;0,0;2,0;28,0;;Female;UniversityGraduate;BlackAfricanCaribbeanBlackBritish;Student;;;;;;Staying;Couple;43,14;76,83;72,17;84,38;80,6;79,23;75,68;73,93;73,59;76,6;71,82;84,37;80,41;79,04;75,37;73,64;73,29;73,83;67,68;82,64;78,1;76,61;72,27;69,88;69,48;35,0;0,0;49,9;33,0;26,3;23,1;22,4;2,19;0,0;4,3;2,63;2,46;2,14;1,97;1,93;0,0509;0,022;0,294;0,0876;0,0678;0,0455;0,0323;0,03;0,299;0,0;1,87;0,735;0,59;0,229;0,0892;0,064;0,0299;0,0116;0,0726;0,0573;0,0518;0,0272;0,0145;0,0134;0,378;0,139;0,994;0,547;0,495;0,361;0,28;0,262;65,4;64,15;59,6;73,48;69,18;67,67;63,77;61,33;60,85;16,4;1,8;88,7;32,9;27,4;14,4;7,75;6,47;-1,15;-4,12;62,61;47,66;37,93;15,02;-1,16;-1,78;0,2803300858899106;0,42677669529663687
